	series	booktitle	year	title	abstract	authors	pdf1page	pdfarticle	abstract_prepro
869	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Recherche de motifs spatio-temporels de cas atypiques pour le trafic routier urbain	Un large panel de domaines d'application utilise des réseaux de capteurs géoréférencés pour mesurer divers évènements. Les séries temporelles fournies par ces réseaux peuvent être utilisées dans le but de dégager des connaissances sur les relations spatio-temporelles de l'activité mesurée. Dans cet article, nous proposons une méthode permettant d'abord de détecter des situations atypiques (au sens de l'occurrence) puis de construire des motifs spatio-temporels relatant leur propagation sur un réseau. Le cas étudié est celui du trafic routier urbain. Notre raisonnement se fonde sur l'application de la méthode Space-Time Principal Component Analysis (STPCA) et de la combinaison entre l'information mutuelle et l'algorithme Isomap. Les résultats expérimentaux exécutés sur des données réelles de trafic routier démontrent l'efficacité de la méthode introduite à identifier la propagation de cas atypiques fournissant ainsi un outil performant de prédiction de la circulation intraday à court et moyen terme.	Marc Joliveau, Florian De Vuyst	http://editions-rnti.fr/render_pdf.php?p1&p=1000640	http://editions-rnti.fr/render_pdf.php?p=1000640	large panel domaine dapplication utiliser réseau capteur géoréférencé mesurer évènement série temporel fournie réseau pouvoir utiliser dan boire dégager connaissance relation spatiotemporell lactivité mesurer Dans article proposer méthode permettre dabord détecter situation atypique sens loccurrence pouvoir construire motif spatiotemporel relater propagation réseau cas étudier trafic routier urbain raisonnement fondre lapplication méthode spacetime principal Component Analysis stpca combinaison entrer linformation mutuel lalgorithm Isomap résultat expérimental exécuter donnée réel trafic routier démontrer lefficacité méthode introduire identifier propagation cas atypique fournir outil performer prédiction circulation intraday courir moyen terme
870	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Requêtes alternatives dans le contexte d'un entrepôt de données génomiques	Afin d'aider les biologistes à annoter des génomes, ce qui nécessite l'analyse, le croisement, et la comparaison de données provenant de sources diverses, nous avons conçu un entrepôt de données de génomique microbienne. Nous présentons la structure globale flexible de l'entrepôt et son architecture multi-niveaux et définissons des correspondances entre ces niveaux. Nous introduisons ensuite la notion de requête alternative et montrons comment le système peut construire l'ensemble des requêtes alternatives à une requête initiale. Pour cela, nous introduisons un mécanisme d'interrogation qui repose sur l'architecture multi-niveaux, et donnons un algorithme de calcul des requêtes alternatives.	Christine Froidevaux, Frédéric Lemoine	http://editions-rnti.fr/render_pdf.php?p1&p=1000557	http://editions-rnti.fr/render_pdf.php?p=1000557	Afin daider biologiste annoter génome nécessiter lanalyse croisement comparaison donnée provenir source concevoir entrepôt donnée génomique microbien présenter structurer global flexible lentrepôt architecturer multiniveaux définisson correspondance entrer niveau introduire ensuite notion requête alternatif montron système pouvoir construire lensembl requête alternative requête initial Pour celer introduire mécanisme dinterrogation reposer larchitecture multiniveaux donnon algorithme calcul requête alternatif
871	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Segmentation hiérarchique des cartes topologiques	Dans ce papier, nous présentons une nouvelle mesure de similarité pour la classification des référents de la carte auto-organisatrice qui sera réalisée à l'aide d'une nouvelle approche de classification hiérarchique. (1) La mesure de similarité est composée de deux termes : la distance de Ward pondérée et la distance euclidienne pondérée par la fonction de voisinage sur la carte topologique. (2) Un algorithme à base de fourmis artificielles nommé AntTree sera utilisé pour segmenter la carte auto-organisatrice.Cet algorithme a l'avantage de prendre en compte le voisinage entre les référents et de fournir une hiérarchie des référents avec une complexité proche du nlog(n). La segmentation incluant la nouvelle mesure est validée sur plusieurs bases de données publiques.	Mustapha Lebbah, Hanane Azzag	http://editions-rnti.fr/render_pdf.php?p1&p=1000662	http://editions-rnti.fr/render_pdf.php?p=1000662	Dans papier présenter mesurer similarité classification référent carte autoorganisatrice réaliser laid dune approcher classification hiérarchique 1 mesurer similarité composer terme   distancer Ward pondérer distancer euclidien pondérer fonction voisinage carte topologique 2 algorithme baser fourmi artificiel nommer anttree utiliser segmenter carte autoorganisatricecet algorithm lavantage prendre compter voisinage entrer référent fournir hiérarchie référent complexité nlogn segmentation inclure mesurer valider base donnée public
872	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Semantics of Spatial Window over Spatio-Temporal Data Stream	Dans les systèmes DSMS (Data Stream Management Systems), les données en entrée sont infinies et les requêtes sur celles-ci sont actives tout le temps. Dans le but de satisfaire ces caractéristiques, le fenêtrage temporel est largement utilisée pour convertir le flux infini de données sous forme de relations finies. Mais cette technique est inadaptée pour de nombreuses applications émergentes, en particulier les services de localisation. De nombreuses requêtes ne peuvent pas être traitées en utilisant le fenêtrage temporel, ou seraient traitées plus ecacement à l'aide d'un fenêtrage basé sur l'espace (fenêtrage spatial). Dans cet article, nous analysons la nécessité d'un fenêtrage spatial sur des flux de données spatio-temporels, et proposons, sur la base du langage de requêtes CQL (Continuous Query Language), une syntaxe et une sémantique associées au fenêtrage spatial.	Yi Yu, Talel Abdessalem	http://editions-rnti.fr/render_pdf.php?p1&p=1000570	http://editions-rnti.fr/render_pdf.php?p=1000570	Dans système DSMS Data Stream management Systems donnée entrer infinier requête cellesci activer temps Dans boire satisfaire caractéristique fenêtrage temporel largement utiliser convertir flux infini donnée sou former relation fini Mais technique inadapter application émergent service localisation requête pouvoir traiter utiliser fenêtrage temporel traiter plaire ecacement laid dun fenêtrage baser lespace fenêtrage spatial Dans article analyser nécessiter dun fenêtrage spatial flux donnée spatiotemporel proposon baser langage requête CQL Continuous Query language syntaxe sémantique associé fenêtrage spatial
873	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Sémantique et Réutilisation d'ontologie générique	Dans ce papier, nous enrichissons la méthode Terminae de construction d'ontologie à partir de textes en proposant une semi-automatisation de la construction du modèle conceptuel. Nous présentons un algorithme permettant la conceptualisation d'un terme en s'appuyant sur les informations linguistiques contenues dans l'ontologie générique de référence.	Sylvie Desprès, Sylvie Szulman	http://editions-rnti.fr/render_pdf.php?p1&p=1000563	http://editions-rnti.fr/render_pdf.php?p=1000563	Dans papier enrichir méthode terminae construction dontologie partir texte proposer semiautomatisation construction modeler conceptuel présenter algorithme permettre conceptualisation dun terme sappuyer information linguistique contenu dan lontologie générique référence
874	Revue des Nouvelles Technologies de l'Information	EGC 	2008	SOM pour la Classification Automatique Non supervisée de Documents Textuels basés sur Wordnet	Dans cet article, nous proposons la méthode des SOM (cartes auto-organisatrices de Kohonen) pour la classification non supervisée de documents textuels basés sur les n-grammes. La même méthode basée sur les synsets de WordNet comme termes pour la représentation des documents est étudiée par la suite. Ces combinaisons sont évaluées et comparées.	Mimoun Malki, Abdelmalek Amine, Zakaria Elberrichi, Michel Simonet	http://editions-rnti.fr/render_pdf.php?p1&p=1000596	http://editions-rnti.fr/render_pdf.php?p=1000596	Dans article proposer méthode som cart autoorganisatrice Kohonen classification superviser document textuel baser ngramme méthod baser synset WordNet terme représentation document étudier suite combinaison évaluer comparer
875	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Stratégies de classification non supervisée basées sur fenêtres superposées : application aux données d'usage du Web	Un problème majeur se pose dans le domaine des flux de données : la distribution sous-jacente des données peut changer sur le temps. Dans cet article, nous proposons trois stratégies de classification non supervisée basée sur des fenêtres superposées. Notre objectif est de pouvoir repérer ces changements dans le temps. Notre approche est appliquée sur un benchmark de données réelles et les conclusions obtenues sont basées sur deux indices de comparaison de partitions.	Alzennyr Da Silva, Yves Lechevallier	http://editions-rnti.fr/render_pdf.php?p1&p=1000592	http://editions-rnti.fr/render_pdf.php?p=1000592	problème majeur poser dan domaine flux donnée   distribution sousjacent donnée pouvoir changer temps Dans article proposer stratégie classification superviser baser fenêtre superposer objectif pouvoir repérer changement dan temps approcher appliquer benchmark donnée réel conclusion obtenu baser indice comparaison partition
876	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Structure Inference of Bayesian Networks from Data: A New Approach Based on Generalized Conditional Entropy	We propose a novel algorithm for extracting the structure of a Bayesian network from a dataset. Our approach is based on generalized conditional entropies, a parametric family of entropies that extends the usual Shannon conditional entropy. Our results indicate that with an appropriate choice of a generalized conditional entropy we obtain Bayesian networks that have superior scores compared to similar structures obtained by classical inference methods.	Dan A. Simovici, Saaid Baraty	http://editions-rnti.fr/render_pdf.php?p1&p=1000621	http://editions-rnti.fr/render_pdf.php?p=1000621	We proposer novel algorithm for extracting the structurer of Bayesian network from dataset Our approach is based generalized conditional entropier parametric family of entropie that extend the usual Shannon conditional entropy Our results indicate that with an appropriat choice of generalized conditional entropy we obtain Bayesian network that hav superior score compared to similar structure obtained by classical inferenc method
877	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Suppression des Itemsets Clés Non Essentiels en Classification basée sur les Règles d'Association	En classification basée sur les règles d'association, les itemsets clés sont essentiels : la suppression des itemsets non clés n'affecte pas la précision du classifieur en construction. Ce travail montre que parmi ces itemsets clés, on peut s'intéresser seulement à ceux de petites tailles. Plus loin encore, il étudie une généralisation d'une propriété importante des itemsets non clés et montre que parmi les itemsets clés de petites tailles, il y a ceux qui ne sont pas significatifs pour la classification. Ces itemsets clés sont dits non essentiels. Ils sont définis via un test de 2. Les expériences menées sur les grands jeux de données montrent que l'optimisation par la suppression de ces itemsets est correcte et efficace.	Viet Phan Luong	http://editions-rnti.fr/render_pdf.php?p1&p=1000626	http://editions-rnti.fr/render_pdf.php?p=1000626	En classification basé règle dassociation itemset clé essentiel   suppression itemset clé naffect précision classifieur construction travail montr itemset cler pouvoir sintéresser petit taille plaire loin étudier généralisation dune propriété important itemset clé montrer itemset cler petit taille yu significatif classification itemset cler essentiel définir test  2 expérience mener grand jeu donnée montrer loptimisation suppression itemset correct efficace
878	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Système multi-agent argumentatif pour la classification des connaissances cruciales	Dans cet article, nous proposons une approche multi-agent argumentative permettant d'automatiser la résolution des conflits entre décideurs dans un système d'aide à l'identification des connaissances cruciales nommé K-DSS. En effet, des divergences concernant la crucialité des connaissances peuvent apparaître entre les décideurs et aboutir ainsi à des incohérences dans la base commune de connaissances la rendant inexploitable. Notre objectif à travers ce travail est de proposer une approche argumentative permettant de résoudre les conflits entre décideurs. Afin de concevoir cette approche, nous nous appuyons sur la théorie multi-agents pour représenter les acteurs humains par des agents logiciels connaissant leurs préférences et leurs règles de décision et pouvant ainsi argumenter leurs choix ou mettre à jour leurs croyances en fonction des arguments qu'ils reçoivent des autres agents décideurs.	Inès Saad, Imène Brigui-Chtioui	http://editions-rnti.fr/render_pdf.php?p1&p=1000667	http://editions-rnti.fr/render_pdf.php?p=1000667	Dans article proposer approcher multiagent argumentatif permettre dautomatiser résolution conflit entrer décideur dan système daid lidentification connaissance crucial nommer kds En divergence concerner crucialité connaissance pouvoir apparaître entrer décideur aboutir incohérence dan baser commun connaissance inexploitable objectif travers travail proposer approcher argumentatif permettre résoudre conflit entrer décideur Afin concevoir approcher appuyer théorie multiagent représenter acteur humain agent logiciel connaître préférence règle décision pouvoir argumenter choix mettre jour croyance fonction argument quils recevoir agent décideur
879	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Un algorithme de classification topographique non supervisée à deux niveaux simultanés	Une des questions les plus importantes pour la plupart des applications réelles de la classification est de déterminer un nombre approprié de groupes (clusters). Déterminer le nombre optimal de groupes est un problème difficile, puisqu'il n'y a pas de moyen simple pour connaître ce nombre sans connaissance a priori. Dans cet article, nous proposons un nouvel algorithme de classification non supervisée à deux niveaux, appelé S2L-SOM (Simultaneous Twolevel Clustering - Self Organizing Map), qui permet de déterminer automatiquement le nombre optimal de groupes, pendant l'apprentissage d'une carte auto-organisatrice. L'estimation du nombre correct de groupes est en relation avec la stabilité de la segmentation et la validité des groupes générés. Pour mesurer cette stabilité nous utilisons une méthode de sous-échantillonnage. Le principal avantage de l'algorithme proposé, comparé aux méthodes classiques de classification, est qu'il n'est pas limité à la détection de groupes convexes, mais est capable de détecter des groupes de formes arbitraires. La validation expérimentale de cet algorithme sur un ensemble de problèmes fondamentaux pour la classification montre sa supériorité sur les méthodes standards de classification à deux niveaux comme SOM+K-Moyennes et SOM+Hierarchical- Agglomerative-Clustering.	Guénaël Cabanes, Younès Bennani	http://editions-rnti.fr/render_pdf.php?p1&p=1000661	http://editions-rnti.fr/render_pdf.php?p=1000661	question plaire important application réel classification déterminer nombre approprier groupe cluster déterminer nombre optimal groupe problème difficile puisquil ny moyen simple connaître nombre connaissance priori Dans article proposer nouvel algorithme classification superviser niveau appeler S2LSOM Simultaneous Twolevel Clustering   Self Organizing Map permettre déterminer automatiquement nombre optimal groupe pendre lapprentissage dune carte autoorganisatric lestimation nombre correct groupe relation stabilité segmentation validité groupe généré Pour mesurer stabilité utiliser méthode souséchantillonnage principal avantager lalgorithm proposer comparer méthode classique classification quil nest limité détection groupe convexe capable détecter groupe forme arbitraire validation expérimental algorithme ensemble problème fondamental classification montrer supériorité méthode standard classification niveau somkmoyenne somhierarchical agglomerativeclustering
880	Revue des Nouvelles Technologies de l'Information	EGC	2008	Un cyber cartogramme gravitationnel pour l'analyse visuelle de données spatiotemporelles complexes	Le cartogramme présenté dans cet article est destiné à faciliterl'analyse visuelle de données spatiotemporelles complexes. Pour cela, il offrela possibilité de représenter simultanément les trois dimensions nécessaires àtoute forme d'analyse géographique que sont les dimensions spatiale (où),thématique (quoi) et temporelle (quand), à partir de trois composantes principales: (1) une représentation unidimensionnelle (1D) de l'espace géographiquede forme semi-circulaire centrée sur une origine (ex. le Canada) ; (2) desentités géographiques (ex. pays) qui viennent graviter autour de cette origineen fonction de valeurs attributaires ; et (3) une ligne de temps interactive permettantd'explorer la dimension temporelle de l'information représentée. Lacombinaison de ces trois composantes offre de multiples potentialités pourl'analyse spatio-temporelle de différentes formes de proximités qu'elles soientéconomiques, culturelles, sociales ou démographiques. Les fonctionnalités etpotentialités de ce cartogramme développé en source ouverte sont illustrées àpartir d'exemples issus de l'atlas cybercartographique du commerce Canadien.Cet article reprend les grandes lignes d'une communication présentée lors de laconférence SAGEO 2007.	Sébastien Caquard, Jean-Pierre Fiset	http://editions-rnti.fr/render_pdf.php?p1&p=1001229	http://editions-rnti.fr/render_pdf.php?p=1001229	cartogramme présenter dan article destiner faciliterlanalyse visuel donnée spatiotemporell complexe Pour celer offrela possibiliter représenter simultanément dimension nécessaire àtoute former danalyse géographique dimension spatial oùthématiqu temporel partir composante principal 1 représentation unidimensionnel 1d lespace géographiqued former semicirculair centrer origine ex Canada   2 desentité géographique ex pays venir graviter autour origineen fonction attributair   3 ligne temps interactif permettantdexplorer dimension temporel linformation représenter Lacombinaison composante offrir potentialité pourlanalys spatiotemporell forme proximité quell soientéconomiqu culturel sociale démographique fonctionnalité etpotentialiter cartogramme développer source illustrer àpartir dexempl issu latla cybercartographique commercer canadiencet article reprendre grand ligne dune communication présenter laconférence sageo 2007
881	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Un modèle d'espace vectoriel de concepts pour noyaux sémantiques	Les noyaux ont été largement utilisés pour le traitement de données textuelles comme mesure de similarité pour des algorithmes tels que les Séparateurs à VasteMarge (SVM). Le modèle de l'espace vectoriel (VSM) a été amplement utilisé pour la représentation spatiale des documents. Cependant, le VSM est une représentation purement statistique. Dans ce papier, nous présentons un modèle d'espace vectoriel de concepts (CVSM) qui se base sur des connaissances linguistiques a priori pour capturer le sens des documents. Nous proposons aussi un noyau linéaire et un noyau latent pour cet espace. Le noyau linéaire exploite les concepts linguistiques pour l'extraction du sens alors que le noyau latent combine les concepts statistiques et linguistiques. En effet, le noyau latent utilise des concepts latents extraits par l'Analyse Sémantique Latente (LSA) dans le CVSM. Les noyaux sont évalués sur une tâche de catégorisation de texte dans le domaine biomédical. Le corpus Ohsumed, bien connu pour sa difficulté de catégorisation, a été utilisé. Les résultats ont montré que les performances de catégorisation sont améliorées dans le CSVM.	Sujeevan Aseervatham	http://editions-rnti.fr/render_pdf.php?p1&p=1000659	http://editions-rnti.fr/render_pdf.php?p=1000659	noyau largement utiliser traitement donnée textuel mesurer similarité algorithme séparateur vastemarge svm modeler lespace vectoriel VSM amplement utiliser représentation spatial document VSM représentation purement statistique Dans papier présenter modeler despac vectoriel concept cvsm baser connaissance linguistique priori capturer sens document proposer noyau linéaire noyau latent espacer noyau linéaire exploiter concept linguistique lextraction sens noyau latent combin concept statistique linguistique En noyau latent utiliser concept latent extrait lanalyse Sémantique Latente LSA dan cvsm noyau évaluer tâcher catégorisation texte dan domaine biomédical corpus Ohsumed connaître difficulté catégorisation utiliser résultat montrer performance catégorisation améliorer dan csvm
882	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Un modèle et une algèbre pour les systèmes de gestion d'ontologies	Nous présentons ici une approche pour la gestion de bases d'ontologies basée sur un modèle comprenant, outre la définition formelle des concepts (sous forme d'axiomes de logique de description), d'autres éléments descriptifs (termes, commentaires et arguments), ainsi que leurs liens d'alignement avec des concepts d'autres ontologies. L'adaptation ou la combinaison d'ontologies se font grâce à une algèbre comprenant des opérations telles que la sélection, la projection, l'union ou la jointure d'ontologies. Ces opérations agissent au niveau des axiomes, des éléments descriptifs et des liens d'alignement.	Gilles Falquet, Claire-Lise Mottaz Jiang, Jacques Guyot	http://editions-rnti.fr/render_pdf.php?p1&p=1000670	http://editions-rnti.fr/render_pdf.php?p=1000670	présenter approcher gestion base dontologie baser modeler comprendre outrer définition formel concept sou former daxiom logique description dautr élément descriptif terme commentaire argument lien dalignemer concept dautr ontologie Ladaptation combinaison dontologier faire grâce algèbre comprendre opération sélection projection lunion jointure dontologier opération agir niveau axiome élément descriptif lien dalignemer
883	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Un nouveau système immunitaire artificiel pour l'apprentissage non supervisé	Nous proposons dans ce papier un nouveau système immunitaire artificiel (SIA) appelé système NK, pour la détection de comportement du soi non soi avec une approche non supervisée basée sur le mécanisme de cellule NK (Naturel Killer). Dans ce papier, le système NK est appliqué à la détection de fraude en téléphonie mobile.	Rachid Elmeziane, Ilham Berrada, Ismail Kassou	http://editions-rnti.fr/render_pdf.php?p1&p=1000585	http://editions-rnti.fr/render_pdf.php?p=1000585	proposer dan papier système immunitaire artificiel SIA appeler système nk détection comportement approcher superviser baser mécanisme cellule NK Naturel killer Dans papier système NK appliquer détection frauder téléphonie mobile
884	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Un processus d'acquisition d'information pour les besoins de l'enrichissement des BDG	Les données constituent l'élément central d'un Système d'Information Géographiques (SIG) et leur coût est souvent élevé en raison de l'investissement substantiel qui permet leur production. Cependant, ces données sont souvent restreintes à un service ou pour une catégorie d'utilisateurs. Ce qui a fait ressortir la nécessité de proposer des moyens d'enrichissement en informations pertinentes pour un nombre plus important d'utilisateurs. Nous présentons dans ce papier notre approche d'enrichissement de données qui se déroule selon trois étapes : une identification de segments et de thèmes associés, une délégation et enfin, un filtrage textuel. Un processus de raffinement est également offert. Notre approche globale a été intégrée à un SIG. Son évaluation a été accomplie montrant ainsi sa performance.	Khaoula Mahmoudi, Sami Faiz	http://editions-rnti.fr/render_pdf.php?p1&p=1000668	http://editions-rnti.fr/render_pdf.php?p=1000668	donnée constituer lélément central dun système dinformation Géographiques SIG coût élever raison linvestissement substantiel permettre production donnée restreindre service catégorie dutilisateur faire ressortir nécessiter proposer moyen denrichissemer information pertinent nombre plaire importer dutilisateur présenter dan papier approcher denrichissemer donnée dérouler étape   identification segment thème associé délégation filtrage textuel processus raffinement également offrir approcher global intégrer sig évaluation accomplir montrer performance
885	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Un système de vote pour la classification de textes d'opinion	Les tâches de classification textuelle ont souvent pour objectif de regrouper thématiquement différents textes. Dans cet article, nous nous sommes intéressés à la classification de documents en fonction des opinions et jugements de valeurs qu'ils contiennent. L'approche proposée est fondée sur un système de vote utilisant plusieurs méthodes de classification.	Michel Plantié, Mathieu Roche, Gérard Dray	http://editions-rnti.fr/render_pdf.php?p1&p=1000657	http://editions-rnti.fr/render_pdf.php?p=1000657	tâche classification textuel objectif regrouper thématiquement texte Dans article intéresser classification document fonction opinion jugement quil contenir Lapproche proposer fonder système voter utiliser méthode classification
886	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Une aide à la découverte de mappings dans SomeRDFS	Dans cet article, nous nous intéressons à la découverte de mises en correspondance entre ontologies distribuées modélisant les connaissances de pairs du système de gestion de données P2P SomeRDFS. Plus précisément, nous montrons comment exploiter les mécanismes de raisonnement mis en oeuvre dans SomeRDFS pour aider à découvrir des mappings entre ontologies. Ce travail est réalisé dans le cadre du projet MediaD en partenariat avec France Telecom R&D.	François-Élie Calvier, Chantal Reynaud	http://editions-rnti.fr/render_pdf.php?p1&p=1000671	http://editions-rnti.fr/render_pdf.php?p=1000671	Dans article intéresser découvrir mise correspondance entrer ontologie distribuer modélisant connaissance pair système gestion donnée p2p somerdf plaire précisément montrer exploiter mécanisme raisonnement mettre oeuvrer dan somerdf aider découvrir mapping entrer ontologie travail réaliser dan cadrer projet mediad partenariat France telecom RD
887	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Une approche ensembliste inspirée du boosting en classification non supervisée	En classification supervisée, de nombreuses méthodes ensemblistes peuvent combiner plusieurs hypothèses de base afin de créer une règle de décision finale plus performante. Ainsi, il a été montré que des méthodes comme le bagging ou le boosting pouvaient se révéler intéressantes, tant dans la phase d'apprentissage qu'en généralisation. Dès lors, il est tentant de vouloir s'inspirer des grands principes d'une méthode comme le boosting en classification non supervisée. Or, il convient préalablement de se confronter aux difficultés connues de la thématique des ensembles de regroupeurs (correspondance des classes, agrégation des résultats, qualité) puis d'introduire l'idée du boosting dans un processus itératif. Cet article propose une méthode ensembliste inspirée du boosting, qui, à partir d'un partitionnement flou obtenu par les c-moyennes floues (fuzzy-c-means), va insister itérativement sur les exemples difficiles pour former une partition dure finale plus pertinente.	Romain Billot, Henri-Maxime Suchier, Stéphane Lallich	http://editions-rnti.fr/render_pdf.php?p1&p=1000624	http://editions-rnti.fr/render_pdf.php?p=1000624	En classification superviser méthode ensembliste pouvoir combiner hypothèse baser créer régler décision final plaire performant montrer méthode bagging boosting pouvoir révéler intéressant dan phase dapprentissage quen généralisation Dès tenter vouloir sinspirer grand principe dune méthode boosting classification superviser Or convier préalablement confronter difficulté connu thématique ensemble regroupeur correspondance classe agrégation résultat qualité pouvoir dintroduir lider boosting dan processus itératif article proposer méthode ensembliste inspirer boosting partir dun partitionnement flou obtenir cmoyenne flou fuzzycmean aller insister itérativemer exemple difficile former partition dur final plaire pertinent
888	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Une approche ontologique pour automatiser le contrôle de conformité dans le domaine du bâtiment	Cet article présente la méthode et le système C3R pour vérifier de façon semi-automatique la conformité d'un projet de construction par rapport à des normes du bâtiment. Les projets de construction sont représentés par des graphes RDF et les normes par des requêtes SPARQL ; le processus de contrôle consiste en l'appariement des requêtes et des graphes. Son efficacité repose sur l'acquisition de connaissances ontologiques et sur un processus d'extraction de connaissances guidé par ce but spécifique de contrôle de conformité qui prend en compte les connaissances ontologiques acquises. Elle repose ensuite sur des méta-connaissances acquises auprès des experts du CSTB qui permettent de guider le contrôle lui-même : les requêtes représentant les normes sont annotées et organisées selon ces annotations. Ces annotations sont également utilisées dans les interactions avec l'utilisateur de C3R pour expliquer les résultats du processus de validation, en particulier en cas d'échec.	Anastasiya Yurchyshyna, Catherine Faron-Zucker, Nhan Le Thanh, Celson Lima	http://editions-rnti.fr/render_pdf.php?p1&p=1000562	http://editions-rnti.fr/render_pdf.php?p=1000562	article présenter méthode système C3R vérifier semiautomatiqu conformité dun projet construction rapport norme bâtiment projet construction représenter graphe RDF norme requête sparql   processus contrôler consister lappariement requête graphe efficacité reposer lacquisition connaissance ontologique processus dextraction connaissance guider boire spécifique contrôler conformité prendre compter connaissance ontologique acquérir reposer ensuite métaconnaissance acquérir auprès expert CSTB permettre guider contrôler luimêm   requête représenter norme annoter organiser annotation annotation également utiliser dan interaction lutilisateur C3R expliquer résultat processus validation cas déchec
889	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Une J-mesure orientée pour élaguer des modèles de chroniques		Marc Le Goc, Nabil Benayadi	http://editions-rnti.fr/render_pdf.php?p1&p=1000593	http://editions-rnti.fr/render_pdf.php?p=1000593	
890	Revue des Nouvelles Technologies de l'Information	EGC 	2008	Une mesure de similarité contextuelle pour l'aide à la navigation dans un treillis	La recherche d'information et la navigation dans les pages web s'avèrent complexes du fait du volume croissant des données et de leur manque de structure. La formalisation conceptuelle d'un contexte associé à une ontologie rend possible l'amélioration de ce processus. Nous définissons un contexte conceptuel comme étant l'association d'un treillis de concepts construit à partir de pages web avec des ontologies. La recherche et la navigation peuvent alors s'effectuer à plusieurs niveaux d'abstraction : le niveau des données, le niveau conceptuel et le niveau sémantique. Cet article s'intéresse essentiellement au niveau conceptuel grâce à une représentation par les treillis de concepts des documents selon les termes qu'ils ont en commun. Notre objectif est de proposer une mesure de similarité permettant à l'utilisateur de mieux naviguer dans le treillis. En effet, une bonne interprétation du treillis devrait passer par un choix rigoureux des concepts, objets, relations et propriétés les plus intéressants. Pour faciliter la navigation, il faut pouvoir indiquer à l'utilisateur les concepts les plus pertinents par rapport au concept correspondant à sa requête ou pouvoir lui proposer un point de départ. L'originalité de notre proposition réside dans le fait de considérer un lien sémantique entre les concepts du treillis, basé sur une extension des mesures de similarité utilisées dans le cadre des ontologies, afin de permettre une meilleure exploitation de ce treillis. Nous présentons les résultats expérimentaux de l'application de cette mesure sur des treillis construits à partir de pages web dans le domaine du tourisme.	Saoussen Sakji, Marie-Aude Aufaure, Géraldine Polaillon, Bénédicte Le Grand, Michel Soto	http://editions-rnti.fr/render_pdf.php?p1&p=1000561	http://editions-rnti.fr/render_pdf.php?p=1000561	rechercher dinformation navigation dan page web savèrent complexe faire volume croître donnée manquer structurer formalisation conceptuel dun contexte associer ontologie lamélioration processus définir contexte conceptuel lassociation dun treillis concept construire partir page web ontologie rechercher navigation pouvoir seffectuer niveau dabstraction   niveau donnée niveau conceptuel niveau sémantique article sintéresse essentiellement niveau conceptuel grâce représentation treillis concept document terme quils commun objectif proposer mesurer similarité permettre lutilisateur mieux naviguer dan treillis En interprétation treillis devoir prendre choix rigoureux concept objet relation propriété plaire intéressant Pour faciliter navigation falloir pouvoir indiquer lutilisateur concept plaire pertinent rapport concept correspondre requête pouvoir luire proposer poindre départir Loriginalité proposition résider dan faire considérer lien sémantique entrer concept treillis baser extension mesure similarité utiliser dan cadrer ontologie permettre meilleur exploitation treillis présenter résultat expérimental lapplication mesurer treillis construit partir page web dan domaine tourisme
